URL,Image Source,Alt Text,Price
/product/my-dream-lipstick-creamy-lip-color-P502442?skuId=2597656&amp;icid2=products grid:p502442:product,https://www.sephora.com/productimages/sku/s2597656-main-zoom.jpg?imwidth=175,NATASHA DENONA - My Dream Lipstick - Creamy Lip Color,27.0
/product/hourglass-confession-trade-ultra-slim-high-intensity-refillable-lipstick-red-0-P469476?skuId=2390284&amp;icid2=products grid:p469476:product,https://www.sephora.com/productimages/sku/s2390284-main-zoom.jpg?imwidth=175,Hourglass - Confession™ Ultra Slim High Intensity Refillable Lipstick - Red 0,39.0
/product/confession-ultra-slim-high-intensity-refillable-lipstick-P420411?skuId=2303204&amp;icid2=products grid:p420411:product,https://www.sephora.com/productimages/sku/s2303204-main-zoom.jpg?imwidth=175,Hourglass - Confession™ Ultra Slim High Intensity Refillable Lipstick,39.0
/product/intense-matte-lip-cheek-pencil-P405290?skuId=1783794&amp;icid2=products grid:p405290:product,https://www.sephora.com/productimages/sku/s1783794-main-zoom.jpg?pb=clean-at-sephora&amp;imwidth=175,NUDESTIX - Intense Matte Lip Pencil + Cheek,27.0
/product/one-size-by-patrick-starrr-lip-snatcher-hydrating-liquid-lipstick-lip-gloss-duo-P504363?skuId=2648178&amp;icid2=products grid:p504363:product,https://www.sephora.com/productimages/sku/s2648178-main-zoom.jpg?imwidth=175,ONE/SIZE by Patrick Starrr - Lip Snatcher Hydrating Liquid Lipstick and Lip Gloss Duo,28.0
/product/le-rouge-deep-velvet-lipstick-P448881?skuId=2691319&amp;icid2=products grid:p448881:product,https://www.sephora.com/productimages/sku/s2691319-main-zoom.jpg?imwidth=175,Givenchy - Le Rouge Deep Velvet Matte Lipstick,44.0
/product/too-faced-lip-injection-extreme-lip-shaper-plumping-lip-liner-P505390?skuId=2795631&amp;icid2=products grid:p505390:product,https://www.sephora.com/productimages/sku/s2795631-main-zoom.jpg?imwidth=175,Too Faced - Lip Injection Extreme Lip Shaper Plumping Lip Liner,24.0
/product/fara-homidi-essential-lip-refillable-compact-P511748?skuId=2791002&amp;icid2=products grid:p511748:product,https://www.sephora.com/productimages/sku/s2791002-main-zoom.jpg?pb=clean-at-sephora&amp;imwidth=175,Fara Homidi - Essential Lip Refillable Compact,48.0
/product/westman-atelier-lip-suede-P468435?skuId=2471241&amp;icid2=products grid:p468435:product,https://www.sephora.com/productimages/sku/s2471241-main-zoom.jpg?pb=clean-at-sephora&amp;imwidth=175,Westman Atelier - Lip Suede Lipstick Palette,85.0
/product/lip-color-matte-lipstick-P416222?skuId=2358513&amp;icid2=products grid:p416222:product,https://www.sephora.com/productimages/sku/s2358513-main-zoom.jpg?imwidth=175,TOM FORD - Lip Color Matte Lipstick,62.0
/product/rouge-pur-couture-matte-slim-lipstick-P436506?skuId=2341519&amp;icid2=products grid:p436506:product,https://www.sephora.com/productimages/sku/s2341519-main-zoom.jpg?imwidth=175,Yves Saint Laurent - Rouge Pur Couture The Slim Matte Lipstick,48.0
/product/pat-mcgrath-labs-mini-nude-venus-lip-trio-mattetrance-edition-P509294?skuId=2714608&amp;icid2=products grid:p509294:product,https://www.sephora.com/productimages/sku/s2714608-main-zoom.jpg?imwidth=175,PAT McGRATH LABS - Mini Nude Venus Lip Trio: Mattetrance Edition,29.0
/product/rouge-interdit-vinyl-color-enhancing-lipstick-P405231?skuId=2672046&amp;icid2=products grid:p405231:product,https://www.sephora.com/productimages/sku/s2672046-main-zoom.jpg?imwidth=175,Givenchy - Le Rouge Interdit pH Reactive Hydrating Universal Black Lip Balm,41.0
/product/the-multiple-P2866?skuId=1017920&amp;icid2=products grid:p2866:product,https://www.sephora.com/productimages/sku/s1017920-main-zoom.jpg?imwidth=175,"NARS - The Multiple Cream Blush, Lip and Eye Stick",39.0
/product/supergoop-lipshade-100-mineral-spf-30-hydrating-lipstick-P506182?skuId=2677821&amp;icid2=products grid:p506182:product,https://www.sephora.com/productimages/sku/s2677821-main-zoom.jpg?pb=clean-at-sephora&amp;imwidth=175,Supergoop! - Lipshade 100% Mineral SPF 30 Hydrating Lipstick,24.0
/product/le-rouge-interdit-cream-velvet-lipstick-P507785?skuId=2691236&amp;icid2=products grid:p507785:product,https://www.sephora.com/productimages/sku/s2691236-main-zoom.jpg?imwidth=175,Givenchy - Le Rouge Interdit Cream Velvet Lipstick,44.0
/product/g-suit-soft-touch-lip-creme-P505873?skuId=2670255&amp;icid2=products grid:p505873:product,https://www.sephora.com/productimages/sku/s2670255-main-zoom.jpg?imwidth=175,Glossier - G Suit Soft Touch Matte Liquid Lip Crème,24.0
/product/pot-rouge-for-lips-cheeks-P270553?skuId=1418078&amp;icid2=products grid:p270553:product,https://www.sephora.com/productimages/sku/s1418078-main-zoom.jpg?imwidth=175,Bobbi Brown - Pot Rouge Blush for Lips and Cheeks,36.0
/product/pop-liquid-matte-lip-colour-P411531?skuId=1860220&amp;icid2=products grid:p411531:product,https://www.sephora.com/productimages/sku/s1860220-main-zoom.jpg?imwidth=175,CLINIQUE - Clinique Pop Liquid™ Matte Lip Colour + Primer Lipstick,19.5
/product/velvet-blur-matte-lipbalm-P503349?skuId=2782654&amp;icid2=products grid:p503349:product,https://www.sephora.com/productimages/sku/s2782654-main-zoom.jpg?imwidth=175,SIMIHAZE BEAUTY - Velvet Blur Matte Lipstick Balm,36.0
/product/lips-metal-sheer-metallic-balm-P515447?skuId=2855351&amp;icid2=products grid:p515447:product,https://www.sephora.com/productimages/sku/s2855351-main-zoom.jpg?imwidth=175,ISAMAYA - Lips Metal- Sheer Metallic Balm,32.0
/product/pat-mcgrath-labs-mattetrance-lipstick-divine-rose-collection-P458775?skuId=2458743&amp;icid2=products grid:p458775:product,https://www.sephora.com/productimages/sku/s2458743-main-zoom.jpg?imwidth=175,PAT McGRATH LABS - MatteTrance™ Lipstick - Divine Rose Collection,39.0
/product/benefit-cosmetics-playtint-lip-cheek-stain-P473850?skuId=2465128&amp;icid2=products grid:p473850:product,https://www.sephora.com/productimages/sku/s2465128-main-zoom.jpg?imwidth=175,Benefit Cosmetics - Playtint Lip &amp; Cheek Stain,26.0
/product/too-faced-lip-injection-power-plumping-cream-liquid-lipstick-P475179?skuId=2478808&amp;icid2=products grid:p475179:product,https://www.sephora.com/productimages/sku/s2478808-main-zoom.jpg?imwidth=175,Too Faced - Lip Injection Power Plumping Cream Liquid Lipstick,29.0
/product/givenchy-givenchy-le-rouge-inte-intense-silk-n502-hy24-P512562?skuId=2803260&amp;icid2=products grid:p512562:product,https://www.sephora.com/productimages/sku/s2803260-main-zoom.jpg?imwidth=175,Givenchy - Holiday Rouge Interdit Intense Silk Satin Matte Lipstick,46.0
/product/makeup-by-mario-ultra-suede-trade-cozy-lip-creme-P481720?skuId=2548485&amp;icid2=products grid:p481720:product,https://www.sephora.com/productimages/sku/s2548485-main-zoom.jpg?imwidth=175,MAKEUP BY MARIO - Ultra Suede™️ Cozy Lip Creme,26.0
/product/crushed-liquid-lip-P439913?skuId=2182806&amp;icid2=products grid:p439913:product,https://www.sephora.com/productimages/sku/s2182806-main-zoom.jpg?imwidth=175,Bobbi Brown - Crushed Liquid Lipstick,33.0
/product/luxe-matte-lipstick-P434383?skuId=2088607&amp;icid2=products grid:p434383:product,https://www.sephora.com/productimages/sku/s2088607-main-zoom.jpg?imwidth=175,Bobbi Brown - Luxe Matte Lipstick,41.0
/product/magnetic-matte-lip-color-P416774?skuId=1897354&amp;icid2=products grid:p416774:product,https://www.sephora.com/productimages/sku/s1897354-main-zoom.jpg?pb=clean-at-sephora&amp;imwidth=175,NUDESTIX - Magnetic Matte Lip Pencil,26.0
/product/super-slick-lip-balm-P503350?skuId=2633949&amp;icid2=products grid:p503350:product,https://www.sephora.com/productimages/sku/s2633949-main-zoom.jpg?imwidth=175,SIMIHAZE BEAUTY - Mini Super Slick Tinted Lip Balm,24.0
/product/fashion-fair-lip-teasers-P502223?skuId=2591808&amp;icid2=products grid:p502223:product,https://www.sephora.com/productimages/sku/s2591808-main-zoom.jpg?imwidth=175,Fashion Fair - Lip Teasers Lip Gloss,28.0
/product/nude-plumping-lip-glace-P444920?skuId=2228773&amp;icid2=products grid:p444920:product,https://www.sephora.com/productimages/sku/s2228773-main-zoom.jpg?pb=clean-at-sephora&amp;imwidth=175,NUDESTIX - Nude Plumping Lip Glace,28.0
/product/lips-balm-sheer-lipstick-balm-with-vitamin-e-P515457?skuId=2855476&amp;icid2=products grid:p515457:product,https://www.sephora.com/productimages/sku/s2855476-main-zoom.jpg?imwidth=175,ISAMAYA - Lips Balm- Sheer Lipstick Balm with Vitamin E,32.0
/product/hy-power-eye-cheek-lip-pigment-paint-P500298?skuId=2572378&amp;icid2=products grid:p500298:product,https://www.sephora.com/productimages/sku/s2572378-main-zoom.jpg?pb=clean-at-sephora&amp;imwidth=175,"HAUS LABS BY LADY GAGA - Hy-Power Eye, Cheek &amp; Lip Pigment Paint",24.0
